sample_name	bioproject_accession	library_ID	title	design_description	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	filetype	filename	assembly
CDS_3793		CDS_3793	RAD-Seq data for Cyrtodactylus philippinicus: Sample CDS_3793	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_3793_Cyrtodactylus_philippinicus_Lubang_R1.fq.gz	
CDS_3866		CDS_3866	RAD-Seq data for Gekko mindorensis: Sample CDS_3866	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_3866_Gekko_mindorensis_Lubang_R1.fq.gz	
CDS_3867		CDS_3867	RAD-Seq data for Gekko mindorensis: Sample CDS_3867	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_3867_Gekko_mindorensis_Lubang_R1.fq.gz	
CDS_3868		CDS_3868	RAD-Seq data for Gekko mindorensis: Sample CDS_3868	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_3868_Gekko_mindorensis_Lubang_R1.fq.gz	
CDS_3869		CDS_3869	RAD-Seq data for Cyrtodactylus philippinicus: Sample CDS_3869	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_3869_Cyrtodactylus_philippinicus_Lubang_R1.fq.gz	
CDS_3932		CDS_3932	RAD-Seq data for Cyrtodactylus philippinicus: Sample CDS_3932	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_3932_Cyrtodactylus_philippinicus_Lubang_R1.fq.gz	
CDS_3935		CDS_3935	RAD-Seq data for Gekko mindorensis: Sample CDS_3935	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_3935_Gekko_mindorensis_Lubang_R1.fq.gz	
CDS_3936		CDS_3936	RAD-Seq data for Gekko mindorensis: Sample CDS_3936	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_3936_Gekko_mindorensis_Lubang_R1.fq.gz	
CDS_4341		CDS_4341	RAD-Seq data for Cyrtodactylus philippinicus: Sample CDS_4341	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_4341_Cyrtodactylus_philippinicus_Negros_R1.fq.gz	
CDS_4342		CDS_4342	RAD-Seq data for Cyrtodactylus philippinicus: Sample CDS_4342	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_4342_Cyrtodactylus_philippinicus_Negros_R1.fq.gz	
CDS_4384		CDS_4384	RAD-Seq data for Cyrtodactylus philippinicus: Sample CDS_4384	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_4384_Cyrtodactylus_philippinicus_Negros_R1.fq.gz	
CDS_4485		CDS_4485	RAD-Seq data for Cyrtodactylus annulatus: Sample CDS_4485	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_4485_Cyrtodactylus_annulatus_Bohol_R1.fq.gz	
CDS_46		CDS_46	RAD-Seq data for Gekko gigante: Sample CDS_46	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_46_Gekko_gigante_SouthGigante_R1.fq.gz	
CDS_4658		CDS_4658	RAD-Seq data for Cyrtodactylus annulatus: Sample CDS_4658	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_4658_Cyrtodactylus_annulatus_Bohol_R1.fq.gz	
