
taxa	total	dpt.me	dpt.sd	d>5.tot	d>5.me	d>5.sd	badpairs
RMB_8790_Cyrtodactylus_philippinicus_Tablas.trimmed	127423	13.21	41.161	30609	49.442	72.948	0
RMB_8931_Cyrtodactylus_gubaot_Leyte.trimmed	32742	4.116	6.93	7242	11.645	11.778	0
RMB_8932_Cyrtodactylus_gubaot_Leyte.trimmed	56195	8.757	18.961	19194	22.147	27.884	0
RMB_8933_Cyrtodactylus_gubaot_Leyte.trimmed	61146	8.007	17.139	19692	21.2	25.546	0
RMB_8934_Cyrtodactylus_gubaot_Leyte.trimmed	37103	4.482	7.359	9166	12.24	11.595	0
RMB_8937_Cyrtodactylus_gubaot_Leyte.trimmed	37290	4.61	7.986	9268	12.692	12.841	0
RMB_9207_Cyrtodactylus_jambangan_Mindanao.trimmed	28432	2.971	12.092	3625	10.345	32.782	0
RMB_9223_Cyrtodactylus_jambangan_Mindanao.trimmed	13225	1.733	5.276	287	10.519	34.143	0
RMB_9528_Lepidodactylus_balioburius_Batan.trimmed	31047	20.314	38.76	17053	35.509	47.136	0
RMB_9529_Lepidodactylus_balioburius_Batan.trimmed	42691	36.126	78.661	20474	73.522	101.062	0
RMB_9530_Lepidodactylus_balioburius_Batan.trimmed	23361	11.731	23.049	12077	20.602	29.376	0
RMB_9531_Lepidodactylus_balioburius_Batan.trimmed	20897	7.648	10.797	10051	13.3	13.368	0
RMB_9533_Lepidodactylus_balioburius_Batan.trimmed	37618	31.459	69.378	19529	59.013	87.702	0
RMB_9552_Gekko_porosus_Sabtang.trimmed	45597	31.166	77.524	23291	59.377	100.686	0
RMB_9554_Gekko_porosus_Sabtang.trimmed	23333	5.782	13.874	8126	12.25	22.023	0
RMB_9555_Gekko_porosus_Sabtang.trimmed	29529	15.952	36.616	17589	25.305	45.093	0
RMB_9560_Gekko_porosus_Sabtang.trimmed	36399	17.046	48.089	19485	30.216	62.814	0
RMB_9567_Lepidodactylus_balioburius_Sabtang.trimmed	31100	23.434	45.936	17298	40.678	55.88	0
RMB_9568_Lepidodactylus_balioburius_Sabtang.trimmed	35207	32.736	70.94	19473	57.747	87.737	0
RMB_9570_Lepidodactylus_balioburius_Sabtang.trimmed	60007	56.634	161.108	23274	143.538	233.63	0
RMB_9574_Lepidodactylus_balioburius_Sabtang.trimmed	29645	15.976	27.086	16416	27.31	32.184	0
RMB_9575_Gekko_porosus_Batan.trimmed	46442	33.945	108.37	23640	65.068	145.25	0
RMB_9584_Gekko_porosus_Batan.trimmed	29791	11.857	34.653	16191	20.007	45.415	0
RMB_9585_Gekko_porosus_Batan.trimmed	25571	7.872	22.995	11685	14.366	32.82	0
RMB_9586_Gekko_porosus_Batan.trimmed	17623	3.353	8.977	2170	11.383	23.867	0
RMB_9693_Cyrtodactylus_philippinicus_Luzon.trimmed	20431	2.258	4.463	1238	9.743	15.816	0
RMB_9740_Cyrtodactylus_philippinicus_Luzon.trimmed	28724	3.21	5.399	4417	10.157	11.137	0
RMB_9745_Cyrtodactylus_philippinicus_Luzon.trimmed	38264	5.067	10.69	10308	13.574	17.911	0
RMB_9748_Cyrtodactylus_philippinicus_Luzon.trimmed	56321	7.184	17.627	17359	19.407	28.092	0
RMB_9749_Cyrtodactylus_philippinicus_Luzon.trimmed	16493	1.966	3.068	636	9.604	12.557	0
SP_6891_Cyrtodactylus_baluensis_Kinabalu.trimmed	15436	1.803	1.847	463	8.469	6.136	0
SP_6892_Cyrtodactylus_baluensis_Kinabalu.trimmed	24817	2.702	3.796	2668	9.769	8.168	0
SP_6906_Cyrtodactylus_baluensis_Kinabalu.trimmed	32940	3.312	4.905	5376	10.539	8.791	0

    ## total = total number of clusters, including singletons
    ## dpt.me = mean depth of clusters
    ## dpt.sd = standard deviation of cluster depth
    ## >N.tot = number of clusters with depth greater than N
    ## >N.me = mean depth of clusters with depth greater than N
    ## >N.sd = standard deviation of cluster depth for clusters with depth greater than N
    ## badpairs = mismatched 1st & 2nd reads (only for paired ddRAD data)

HISTOGRAMS

    
sample: CDSGS_39_Gekko_mindorensis_Negros.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	************                        11155
5 	*****                               4092
10 	****                                3062
15 	***                                 2539
20 	***                                 2173
25 	***                                 1855
30 	**                                  1466
35 	**                                  1158
40 	***                                 1545
50 	**                                  1355
100 	*                                   98
250 	*                                   20
500 	*                                   15

sample: CDSGS_40_Gekko_mindorensis_Negros.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****************                   27238
5 	***                                 3139
10 	**                                  1700
15 	**                                  1263
20 	**                                  1085
25 	**                                  960
30 	**                                  898
35 	*                                   868
40 	**                                  1529
50 	*****                               6197
100 	*****                               6975
250 	*                                   638
500 	*                                   98

sample: CDSGS_41_Gekko_mindorensis_Negros.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************************           10743
5 	******                              2101
10 	**                                  371
15 	*                                   83
20 	*                                   36
25 	*                                   15
30 	*                                   10
35 	*                                   4
40 	*                                   3
50 	*                                   11
100 	*                                   8
250 	                                    0
500 	                                    0

sample: CDS_100_Gekko_mindorensis_CamiguinSur.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                235217
5 	******                              57179
10 	***                                 21170
15 	**                                  11289
20 	**                                  6445
25 	*                                   3911
30 	*                                   2468
35 	*                                   1483
40 	*                                   1793
50 	*                                   3912
100 	*                                   5016
250 	*                                   5514
500 	**                                  9388

sample: CDS_101_Gekko_mindorensis_CamiguinSur.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               24447
5 	*******                             7336
10 	****                                3262
15 	**                                  1239
20 	*                                   477
25 	*                                   167
30 	*                                   61
35 	*                                   25
40 	*                                   30
50 	*                                   64
100 	*                                   17
250 	*                                   8
500 	*                                   15

sample: CDS_102_Gekko_mindorensis_CamiguinSur.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             151038
5 	****                                24408
10 	**                                  7459
15 	*                                   3186
20 	*                                   1648
25 	*                                   997
30 	*                                   741
35 	*                                   733
40 	*                                   1162
50 	**                                  3832
100 	**                                  8286
250 	**                                  5426
500 	*                                   571

sample: CDS_1112_Cyrtodactylus_philippinicus_Polillo.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               59517
5 	****                                8099
10 	**                                  3181
15 	**                                  2476
20 	**                                  2184
25 	**                                  1806
30 	**                                  1768
35 	**                                  1509
40 	**                                  2434
50 	***                                 4726
100 	*                                   489
250 	*                                   27
500 	*                                   15

sample: CDS_1230_Gekko_mindorensis_Mindoro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	****************                    22048
5 	***                                 3257
10 	**                                  2160
15 	**                                  1679
20 	**                                  1558
25 	**                                  1361
30 	**                                  1281
35 	**                                  1131
40 	**                                  2055
50 	*****                               6206
100 	***                                 2715
250 	*                                   99
500 	*                                   65

sample: CDS_1231_Gekko_mindorensis_Mindoro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******************************      4134
5 	**                                  143
10 	*                                   15
15 	*                                   3
20 	*                                   4
25 	*                                   2
30 	                                    0
35 	*                                   1
40 	                                    0
50 	*                                   2
100 	*                                   2
250 	                                    0
500 	                                    0

sample: CDS_1442_Cyrtodactylus_philippinicus_Sibuyan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             105153
5 	****                                12765
10 	**                                  3792
15 	*                                   1891
20 	*                                   1367
25 	*                                   1096
30 	*                                   972
35 	*                                   895
40 	*                                   1697
50 	**                                  6680
100 	***                                 7947
250 	*                                   1102
500 	*                                   85

sample: CDS_1459_Gekko_mindorensis_MaestreDeCampo.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	************************            15996
5 	******                              3666
10 	**                                  638
15 	*                                   127
20 	*                                   34
25 	*                                   11
30 	*                                   9
35 	*                                   6
40 	*                                   8
50 	*                                   11
100 	*                                   3
250 	*                                   1
500 	*                                   1

sample: CDS_1461_Gekko_mindorensis_MaestreDeCampo.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***************                     11846
5 	********                            6120
10 	*****                               3399
15 	***                                 1803
20 	**                                  960
25 	**                                  509
30 	*                                   287
35 	*                                   175
40 	*                                   162
50 	*                                   128
100 	*                                   25
250 	*                                   5
500 	*                                   7

sample: CDS_1462_Gekko_mindorensis_MaestreDeCampo.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************                      16793
5 	****                                3614
10 	***                                 2650
15 	***                                 2335
20 	***                                 2054
25 	**                                  1792
30 	**                                  1563
35 	**                                  1407
40 	***                                 2168
50 	****                                3672
100 	*                                   375
250 	*                                   50
500 	*                                   20

sample: CDS_1463_Gekko_mindorensis_MaestreDeCampo.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************                       14284
5 	****                                3533
10 	***                                 2511
15 	***                                 2137
20 	***                                 1862
25 	**                                  1644
30 	**                                  1416
35 	**                                  1285
40 	***                                 1989
50 	****                                3965
100 	**                                  709
250 	*                                   58
500 	*                                   28

sample: CDS_1511_Cyrtodactylus_philippinicus_Panay.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             19515
5 	*******                             5539
10 	**                                  1324
15 	*                                   285
20 	*                                   70
25 	*                                   30
30 	*                                   11
35 	*                                   15
40 	*                                   18
50 	*                                   14
100 	*                                   6
250 	*                                   3
500 	*                                   2

sample: CDS_1550_Cyrtodactylus_philippinicus_Panay.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                43599
5 	****                                6885
10 	**                                  3207
15 	**                                  2612
20 	**                                  2173
25 	**                                  1883
30 	**                                  1657
35 	**                                  1410
40 	**                                  2174
50 	***                                 3627
100 	*                                   418
250 	*                                   29
500 	*                                   16

sample: CDS_155_Gekko_ernstkelleri_Panay.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             18320
5 	*******                             5362
10 	***                                 1275
15 	*                                   296
20 	*                                   67
25 	*                                   22
30 	*                                   12
35 	*                                   8
40 	*                                   12
50 	*                                   14
100 	*                                   7
250 	*                                   4
500 	*                                   2

sample: CDS_156_Gekko_ernstkelleri_Panay.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******************************      981
5 	**                                  28
10 	                                    0
15 	                                    0
20 	                                    0
25 	                                    0
30 	                                    0
35 	                                    0
40 	                                    0
50 	                                    0
100 	                                    0
250 	                                    0
500 	                                    0

sample: CDS_159_Gekko_ernstkelleri_Panay.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               46227
5 	****                                6523
10 	***                                 3510
15 	**                                  2744
20 	**                                  2368
25 	**                                  1909
30 	**                                  1539
35 	*                                   1145
40 	**                                  1451
50 	**                                  1269
100 	*                                   68
250 	*                                   20
500 	*                                   12

sample: CDS_161_Gekko_ernstkelleri_Panay.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****************************       5647
5 	***                                 413
10 	*                                   25
15 	*                                   6
20 	*                                   1
25 	*                                   3
30 	*                                   2
35 	*                                   2
40 	*                                   2
50 	*                                   1
100 	                                    0
250 	                                    0
500 	                                    0

sample: CDS_173_Cyrtodactylus_philippinicus_Panay.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              187685
5 	*****                               31556
10 	**                                  9516
15 	*                                   4125
20 	*                                   2194
25 	*                                   1390
30 	*                                   1023
35 	*                                   882
40 	*                                   1367
50 	**                                  4496
100 	**                                  9114
250 	**                                  7227
500 	*                                   1540

sample: CDS_1768_Cyrtodactylus_annulatus_Cebu.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************************     1992
5 	*                                   4
10 	                                    0
15 	                                    0
20 	                                    0
25 	                                    0
30 	                                    0
35 	                                    0
40 	                                    0
50 	                                    0
100 	                                    0
250 	                                    0
500 	                                    0

sample: CDS_212_Gekko_ernstkelleri_Panay.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************                 18258
5 	*******                             6310
10 	****                                2843
15 	**                                  1281
20 	**                                  609
25 	*                                   252
30 	*                                   105
35 	*                                   44
40 	*                                   33
50 	*                                   34
100 	*                                   17
250 	*                                   5
500 	*                                   3

sample: CDS_277_Gekko_mindorensis_Negros.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************                      11535
5 	*******                             5544
10 	*****                               3734
15 	****                                2378
20 	***                                 1452
25 	**                                  879
30 	**                                  485
35 	*                                   286
40 	*                                   254
50 	*                                   145
100 	*                                   43
250 	*                                   7
500 	*                                   11

sample: CDS_278_Gekko_mindorensis_Negros.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***************************         8467
5 	****                                1015
10 	*                                   107
15 	*                                   28
20 	*                                   9
25 	*                                   4
30 	*                                   1
35 	*                                   6
40 	*                                   1
50 	*                                   4
100 	*                                   6
250 	                                    0
500 	                                    0

sample: CDS_2844_Cyrtodactylus_sumuroi_Samar.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              177537
5 	*****                               30328
10 	**                                  9182
15 	*                                   3855
20 	*                                   2066
25 	*                                   1322
30 	*                                   1001
35 	*                                   811
40 	*                                   1310
50 	**                                  4892
100 	**                                  9678
250 	**                                  6456
500 	*                                   825

sample: CDS_2967_Cyrtodactylus_sumuroi_Samar.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****************                   23403
5 	******                              6495
10 	****                                4069
15 	***                                 2898
20 	**                                  1941
25 	**                                  1411
30 	**                                  916
35 	*                                   618
40 	*                                   623
50 	*                                   455
100 	*                                   39
250 	*                                   7
500 	*                                   3

sample: CDS_2984_Cyrtodactylus_sumuroi_Samar.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************                 41396
5 	****                                7281
10 	***                                 3522
15 	**                                  2842
20 	**                                  2411
25 	**                                  2137
30 	**                                  1815
35 	**                                  1511
40 	**                                  2253
50 	**                                  3099
100 	*                                   167
250 	*                                   24
500 	*                                   11

sample: CDS_3030_Cyrtodactylus_sumuroi_Samar.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************                 24679
5 	*******                             7925
10 	****                                4400
15 	***                                 2409
20 	**                                  1274
25 	*                                   608
