Dewar	Tower	Box	Cell	Field Number	Genus	Species	Country	Island	Province	Municipality	Barangay	Local Area Name	Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12															
	E	75	63	CDS 1465	Lamprolepis	smaragdina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	64	CDS 1466	Lamprolepis	smaragdina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	65	CDS 1467	Lamprolepis	smaragdina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	66	CDS 1468	Lamprolepis	smaragdina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	67	CDS 1469	Gekko	gecko	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	68	CDS 1470	Laticauda	colubrina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	69	CDS 1471	Lamprolepis	smaragdina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	70	CDS 1472	Lamprolepis	smaragdina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	71	CDS 1473	Lamprolepis	smaragdina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	72	CDS 1474	Lamprolepis	smaragdina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	73	CDS 1475	Laticauda	colubrina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	74	CDS 1475	Laticauda	colubrina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	75	CDS 1476	Laticauda	colubrina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	76	CDS 1477	Cosymbotus	platyurus	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	77	CDS 1478	Cosymbotus	platyurus	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	78	CDS 1479	Lamprolepis	smaragdina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	79	CDS 1480	Lamprolepis	smaragdina	Philippines	Maestre de Campo	Romblon	Concepcion	San Vicente	"0m elev, 12deg54.935N, 121deg43.493E"																											
	E	75	80	CDS 1481	Kaloula	cf. picta	Philippines	Polillo	Quezon	Polillo	Poblacion	0m																											
	E	75	81	CDS 1482	Kaloula	cf. picta	Philippines	Polillo	Quezon	Polillo	Poblacion	0m																											
	F	76	1	CDS 1483	Kaloula	cf. picta	Philippines	Polillo	Quezon	Polillo	Poblacion	0m																											
	F	76	2	CDS 1484	Kaloula	cf. picta	Philippines	Polillo	Quezon	Polillo	Poblacion	0m																											
	F	76	3	CDS 1485	Kaloula	cf. picta	Philippines	Polillo	Quezon	Polillo	Poblacion	0m																											
	F	76	4	CDS 1486	Micrurus	sp.	Philippines	Polillo	Quezon	Polillo	Poblacion	0m																											
	F	76	5	CDS 1493	Kaloula	cf. picta	Philippines	Polillo	Quezon	Polillo	Poblacion	0m																											
	F	76	6	RMB 4981	Gekko	mindorensis	Philippines	Mindoro		Formon																													
	F	76	7	RMB 4982	Gekko	mindorensis	Philippines	Mindoro		Formon																													
	F	76	8	RMB 4987	Fejervarya	vittigera	Philippines	Mindoro		Malamig																													
	F	76	9	RMB 4988	Fejervarya	vittigera	Philippines	Mindoro		Malamig																													
	F	76	10	RMB 4989	Fejervarya	vittigera	Philippines	Mindoro		Malamig																													
	F	76	11	RMB 4990	Limnonectes	cf. Acanthi	Philippines	Mindoro		Malamig																													
	F	76	12	RMB 4991	Limnonectes	cf. Acanthi	Philippines	Mindoro		Malamig																													
	F	76	13	RMB 4992	Fejervarya	vittigera	Philippines	Mindoro		Malamig																													
	F	76	14	RMB 4993	Limnonectes	cf. Acanthi	Philippines	Mindoro		Malamig																													
	F	76	15	RMB 4994	Limnonectes	cf. Acanthi	Philippines	Mindoro		Malamig																													
	F	76	16	RMB 4995	Limnonectes	cf. Acanthi	Philippines	Mindoro		Malamig																													
	F	76	17	RMB 4996	Limnonectes	cf. Acanthi	Philippines	Mindoro		Malamig																													
	F	76	18	RMB 4997	Limnonectes	cf. Acanthi	Philippines	Mindoro		Malamig																													
	F	76	19	RMB 4998	Limnonectes	cf. Acanthi	Philippines	Mindoro		Malamig																													
	F	76	20	RMB 4999	Limnonectes	cf. Acanthi	Philippines	Mindoro		Malamig																													
	F	76	21	RMB 5000	Limnonectes	cf. Acanthi	Philippines	Mindoro		Malamig																													
	F	76	22	RMB 5001	Limnonectes	cf. Acanthi	Philippines	Mindoro		Malamig																													
	F	76	23	RMB 5002	Fejervarya	vittigera	Philippines	Mindoro		Malamig																													
	F	76	24	RMB 5003	Brachymeles	cf. Bonitae	Philippines	Mindoro		Formon																													
	F	76	25	RMB 5005	Gekko	mindorensis	Philippines	Mindoro		Formon																													
	F	76	26	RMB 5006	Gekko	mindorensis	Philippines	Mindoro		FRIM Campus																													
	F	76	27	RMB 5007	Hydrosaurus	pustulatus	Philippines	Mindoro		Malamig																													
	F	76	28	RMB 5007	Hydrosaurus	pustulatus	Philippines	Mindoro		Malamig																													
	F	76	29	RMB 5008	Rana	mangyanum	Philippines	Mindoro		Loyal																													
	F	76	30	RMB 5009	Rana	mangyanum	Philippines	Mindoro		Loyal																													
	F	76	31	RMB 5010	Rana	mangyanum	Philippines	Mindoro		Loyal																													
	F	76	32	RMB 5011	Rana	mangyanum	Philippines	Mindoro		Loyal																													
	F	76	33	RMB 5012	Rana	mangyanum	Philippines	Mindoro		Loyal																													
	F	76	34	RMB 5013	Limnonectes	cf. Acanthi	Philippines	Mindoro		Loyal																													
	F	76	35	RMB 5014	Limnonectes	cf. Acanthi	Philippines	Mindoro		Loyal																													
	F	76	36	RMB 5015	Limnonectes	cf. Acanthi	Philippines	Mindoro		Loyal																													
	F	76	37	RMB 5016	Limnonectes	cf. Acanthi	Philippines	Mindoro		Loyal																													
	F	76	38	RMB 5017	Limnonectes	cf. Acanthi	Philippines	Mindoro		Loyal																													
	F	76	39	RMB 5018	Limnonectes	cf. Acanthi	Philippines	Mindoro		Loyal																													
	F	76	40	RMB 5019	Limnonectes	cf. Acanthi	Philippines	Mindoro		Loyal																													
	F	76	41	RMB 5020	Limnonectes	cf. Acanthi	Philippines	Mindoro		Loyal																													
	F	76	42	RMB 5021	Limnonectes	cf. Acanthi	Philippines	Mindoro		Loyal																													
	F	76	43	RMB 5208	Platymantis	cf. Dorsalis	"Guiting-Guiting National Park, Sibuyan Island"	"Mindoro, Philippines"																															
	F	76	44	RMB 5209	Platymantis	cf. Pygmea	"Guiting-Guiting National Park, Sibuyan Island"	"Mindoro, Philippines"																															
	F	76	45	RMB 5210	Platymantis	cf. Pygmea	"Guiting-Guiting National Park, Sibuyan Island"	"Mindoro, Philippines"																															
	F	76	46	RMB 5213	Draco	quadrasi	Philippines	Mindoro		Romblon																													
	F	76	47	RMB 5214	Draco	quadrasi	Philippines	Mindoro		Romblon																													
	F	76	48	RMB 5215	Draco	quadrasi	Philippines	Mindoro		Romblon																													
	F	76	49	RMB 5216	Draco	quadrasi	Philippines	Mindoro		Romblon																													
	F	76	50	RMB 5217	Draco	quadrasi	Philippines	Mindoro		Romblon																													
	F	76	51	RMB 5218	Draco	quadrasi	Philippines	Mindoro		Romblon																													
	F	76	52	ELR 231	Polypedates	leucomystax																																	
	F	76	53	ELR 243	Platymantis																																		
	F	76	54	ELR 233	Rana	cf. Signata																																	
	F	76	55	ELR 232	Platymantis	corrugatus																																	
	F	76	56	ELR 245	Platymantis																																		
	F	76	57	ELR 237	Sphenomorphus																																		
	F	76	58	ELR???	endoparasite	unidentified frog																																	
	F	76	59	ELR 236	Rana	sp. a																																	
	F	76	60	ELR 057	???																																		
	F	76	61	ELR 239	Platymantis																																		
	F	76	62	ELR 230	Platymantis	sp. a																																	
	F	76	63	ELR 234	Platymantis	cf. Dorsalis																																	
	F	76	64	ELR 253	Ahaetulla	prasina																																	
	F	76	65	ELR 254	Brachymeles	sp. a																																	
	F	76	66	ELR 240	Rana	signata																																	
	F	76	67	ELR 248	Rana	cf. Signata																																	
	F	76	68	ELR 235	Platymantis or limnonectes?																																		
	F	76	69	ELR 249	Platymantis	cf. Dorsalis																																	
	F	76	70	ELR 244	Platymantis																																		
	F	76	71	ELR 251	Platymantis	cf. Dorsalis																																	
	F	76	72	ELR 253	Ahaetulla	cf. prasina																																	
	F	76	73	ELR 054	???																																		
	F	76	74	ELR 253	Ahaetulla	prasina																																	
	F	76	75	ELR 237	Platymantis	sp.																																	
	F	76	76	ELR 253	Ahaetulla	cf. prasina																																	
	F	76	77	ELR 247	Platymantis	cf. Dorsalis																																	
	F	76	78	ELR 242	Platymantis																																		
	F	76	79	ELR 241	Rana	signata																																	
	F	76	80	ELR 246	Platymantis	dorsalis																																	
	F	76	81	ELR 250	Platymantis	cf. Dorsalis																																	
	F	77	Loose	Gonocephalus grandis	Agamidae	"Sungai Lembing Logging Camp, Pahang, West Malaysia"																																	
	F	77	Loose	FRIM 1136	Bufo	asper																																	
	F	77	Loose	LSUHC 4624	Gonocephalus	chamaeleontinus	"West Malaysia, Pahang, Pulau Tioman, Sungai Mentawak (195 m)"																																
	F	77	Loose	LSUHC 4586	Gonocephalus	chamaeleontinus	"West Malaysia, Pahang, Pulau Tioman, Tekek Waterfall trail"																																
	F	77	Loose	LSUHC 4940	Gonocephalus	grandis	"West Malaysia, Pahang, Sungai Lembing Logging Camp  "																																
	F	77	Loose	LSUHC 4553	Gonocephalus chamaeleontinus	Agamidae	"Tekek-Juara trail, Pulau Tioman, Pahang, West Malaysia"																																
	F	77	Loose	LSUHC 4938	Gonocephalus grandis	Agamidae	"Sungai Lembing Logging Camp, Pahang, West Malaysia"																																
	F	77	Loose	LSUHC 4258	Leptobrachium	hainanensis	China			"Hainan Island, Between 15-17 km E of Bawangling Town  "																													
	F	77	Loose	LSUHC 4117	Leptobrachium	hainanensis	China			"Hainan Island, Diao Luo Shan "																													
	F	77	Loose	FRIM 1128	Leptobrachium	hendricksoni	Malaysia	West Malaysia	Kepong	Selangor																													
	F	77	Loose	FRIM 1129	Leptobrachium	hendricksoni	Malaysia	West Malaysia	Kepong	Selangor																													
	F	77	Loose	FRIM 1130	Leptobrachium	hendricksoni	Malaysia	West Malaysia	Kepong	Selangor																													
	F	77	Loose	LSUHC 3998	Leptobrachium	hendricksoni	Malaysia	West Malaysia	Kepong	Selangor																													
	F	77	Loose	LSUHC 5912	Leptobrachium	hendricksoni	"West Malaysia, Kedah, Jerai"																																
	F	77	Loose	LSUHC 5903	Leptobrachium	hendricksoni	"West Malaysia, Perlis, Perlis State Park"																																
	F	77	Loose	LSUHC 6713	Leptobrachium	hendricksoni	"West Malaysia, Pulau Pinang, Empangan Air Hitam"																																
	F	77	Loose	LSUHC 6714	Leptobrachium	hendricksoni	"West Malaysia, Pulau Pinang, Empangan Air Hitam"																																
	F	77	Loose	LSUHC 6651	Leptobrachium	hendricksoni	"West Malaysia, Selangor, Ampang Reservoir"																																
	F	77	Loose	LSUHC 6653	Leptobrachium	hendricksoni	"West Malaysia, Selangor, Ampang Reservoir"																																
	F	77	Loose	LSUHC 6655	Leptobrachium	hendricksoni	"West Malaysia, Selangor, Ampang Reservoir"																																
	F	77	Loose	LSUHC 6571	Leptobrachium	hendricksoni	"West Malaysia, Selangor, Gombak swamp"																																
	F	77	Loose	LSUHC 6075	Leptobrachium	nigrops	"West Malaysia, Pahang, Pekan"																																
	F	77	Loose	LSUHC 6649	Leptobrachium	nigrops	"West Malaysia, Selangor, Ampang Reservoir"																																
	F	77	Loose	LSUHC 6652	Leptobrachium	nigrops	"West Malaysia, Selangor, Ampang Reservoir"																																
	F	77	Loose	LSUHC 6497	Leptobrachium	nigrops	"West Malaysia, Selangor, Templer's Park"																																
	F	77	Loose	LSUHC 6847	Leptobrachium	smithi	"West Malaysia, Kedah, Pulau Langkawi, Lubuk Sembilang"																																
	F	77	Loose	LSUHC 6848	Leptobrachium	smithi	"West Malaysia, Kedah, Pulau Langkawi, Lubuk Sembilang"																																
	F	77	Loose	LSUHC 6849	Leptobrachium	smithi	"West Malaysia, Kedah, Pulau Langkawi, Lubuk Sembilang"																																
	F	77	Loose	LSUHC 6851	Leptobrachium	smithi	"West Malaysia, Kedah, Pulau Langkawi, Lubuk Sembilang"																																
	F	77	Loose	FRIM 1139	Limnonectes	plicatellus																																	
	F	77	Loose	FRIM 1134	Microhyla	heymonsi																																	
	F	77	Loose	LSUHC 6249	Microhylidae	Kaloula pulchra	"West Malaysia, Pahang, Pulau Tioman, Kg. Tekek "																																
	F	77	Loose	LSUHC 5587	Ptychozoon	kuhli	"West Malaysia, Johor, Pulau Babi Besar "																																
	F	77	Loose	LSUHC 5964	Rana	nigrovittata	"West Malaysia, Kedah, Jerai"																																
	F	77	Loose	LSUHC 6002	Rana	nigrovittata	"West Malaysia, Kedah, Jerai"																																
	F	77	Loose	LSUHC 5854	Rana	nigrovittata	"West Malaysia, Perak, Temengor, PITC Logging Camp "																																
	F	77	Loose	LSUHC 5856	Rana	nigrovittata	"West Malaysia, Perak, Temengor, PITC Logging Camp "																																
	F	78	1	AMNH 141195; AMNH FS-16567	Leptobrachium	chapaense																																	
	F	78	2	AMNH 141172; AMNH FS-16543	Leptobrachium	chapaense																																	
	F	78	3	CAS 222297	Leptobrachium	sp. 1				"Myanmar, Rakhine State"																													
	F	78	4	CAS-JBS 19323	Leptobrachium	chapaense				"Myanmar, Shan State"																													
	F	78	5	USNM-FS 35705:	Leptobrachium	sp	" Mon State; Kinmun, NNE of, @ Yetagon Myaung 17 26 38.9N 97  05 57.7E [9mar02] "																																
	F	78	6	USNM-FS 36715:	Leptobrachium	sp				"Mandalay Divis; Pyin-Oo-Lwin, 11 km ENE, @ Yangon Monastery 22 94.050N 96 33.811E [13aug03]"																													
	F	78	7	AMNH 106397	Leptobrachium	chapaense																																	
	F	78	8	AMNH 106453; AMNH FS-14803	Leptobrachium	sp	"Vietnam, Quang Nam, Tra My, Tra Don, Ngoc Linh Mtn"																																
	F	78	9	CAS 222296	Leptobrachium	sp. 1				"Myanmar, Rakhine State"																													
	F	78	10	CAS 222295	Leptobrachium	sp. 1				"Myanmar, Rakhine State"																													
	F	78	11	GLGS 1118	Leptobrachium	sp. 2																																	
	F	78	12	CAS 222293	Leptobrachium	sp. 3																																	
	F	78	13	CAS 14236	Leptobrachium	sp. 4																																	
	F	78	14	CAS-JBS 14208	Leptobrachium	sp. 3				"Myanmar, Shan State"																													
	F	78	15	CAS-GLGS 0809	Leptobrachium	chapaense	"Yunnan, China"																																
	F	78	16	CAS-GLGS 0797	Leptobrachium	chapaense	"Yunnan, China"																																
	F	78	17	CAS 222215	Leptobrachium	sp. 2 cf smithi				"Myanmar, Mon State"																													
	F	78	18	CAS-JBS 15966	Leptobrachium	sp. 2 cf smithi				"Myanmar, Tanintharyi Div."																													
	F	78	19	CAS-JBS 14230	Leptobrachium	sp. 3				"Myanmar, Shan State"																													
	F	78	20	CAS-GLGS 0749	Leptobrachium	chapaense	"Yunnan, China"																																
	F	78	21	CAS 222294	Leptobrachium	sp. 1				"Myanmar, Rakhine State"																													
	F	78	22	CAS (JBS) 14235	Leptobrachium																																		
	F	78	23	106398; AMNH FS-13618	Leptolalax	bourreti	"Vietnam, Quang Binh, Minh Hoa"																																
	F	78	24	106399; AMNH FS-13669	Leptolalax	bourreti	"Vietnam, Ha Tinh, Huong Son, Huong Son"																																
	F	78	25	106400; AMNH FS-14194	Leptolalax	bourreti	"Vietnam, Ha Tinh, Huong Son, Huong Son"																																
	F	78	26	106401; AMNH FS-13578	Leptolalax	bourreti	"Vietnam, Quang Binh, Cha Lo"																																
	F	78	27	106492; AMNH FS-15324	Leptolalax	bourreti	"Vietnam, ha Giang, Yen Minh, Du Gia, Khau Ria"																																
	F	78	28	106495; AMNH FS-15380	Megophrys	lateralis	"Vietnam, Ha Giang, Vi Xuyen, Cao Bo, Mt. Tay con Linh II"																																
	F	78	29	106402; AMNH FS-13691	Megophrys	lateralis	"Vietnam, Ha Tinh, Huong Son, Huong Son"																																
	F	78	30	106496; AMNH FS-15381	Megophrys	lateralis	"Vietnam, Ha Giang, Vi Xuyen, Cao Bo, Mt. Tay con Linh II"																																
	F	78	31	106450; AMNH FS-13031	Megophrys	lateralis	"Vietnam, Vinh Phu, Tam Dao"																																
	F	78	32	106454; AMNH FS-14720	Megophrys	lateralis	"Vietnam, Quang Nam, Tra My, Tra Don, Ngoc Linh Mtn"																																
	F	78	33	106455; AMNH FS-14888	Megophrys	lateralis	"Vietnam, Quang Nam, Tra My, Tra Don, Ngoc Linh Mtn"																																
	F	78	34	106488; AMNH FS-15524	Leptobrachium	chapaense	"Vietname, Ha Giang, Vi Xuyen, Cao Bo, Mt. Tay Con Linh II"																																
	F	78	35	106490; AMNH FS-15236	Leptolalax	bourreti	"Vietnem, Ha Giang, Yen Minh, Du Gia, Khau Ria"																																
